단지ID,단지명,시군구,위도,경도,세대수,준공년월,물건종류,공급면적(평),전용면적(평),계약면적(평),공급면적(m2),전용면적(m2),주택형,면적일련번호,KB매매시세(만원),매매상한가(만원),매매하한가(만원),KB전세시세(만원),월세보증금(만원),월세최저(만원),월세최고(만원),세대수(평형),시세제공여부,전세가율,용적률,건폐율,월간매매변동률,월간전세변동률
37768,라테라스청담(도시형),광진구,37.519721,127.050522,88,2018.10,02,18.21,12.87,25.82,60.22,42.56,D2,224540,0,0,0,0,0,0,0,2,0,,358.0,53.0,,
37768,라테라스청담(도시형),광진구,37.519721,127.050522,88,2018.10,02,18.21,12.87,25.82,60.22,42.56,D3,225157,0,0,0,0,0,0,0,1,0,,358.0,53.0,,
37773,금화,강서구,37.5325666,126.8617068,16,1996.11,01,29.88,23.94,32.89,98.78,79.15,,36602,0,0,0,0,0,0,0,8,0,,239.0,54.0,,
37773,금화,강서구,37.5325666,126.8617068,16,1996.11,01,30.66,24.56,33.75,101.36,81.22,,82110,0,0,0,0,0,0,0,4,0,,239.0,54.0,,
37773,금화,강서구,37.5325666,126.8617068,16,1996.11,01,42.48,34.04,46.77,140.44,112.54,,118882,0,0,0,0,0,0,0,4,0,,239.0,54.0,,
37777,금천리메인시티(도),금천구,37.4539273,126.9012807,29,2018.10,02,8.17,4.99,11.67,27.02,16.52,A,36606,0,0,0,0,0,0,0,2,0,,663.0,58.0,,
37777,금천리메인시티(도),금천구,37.4539273,126.9012807,29,2018.10,02,8.22,5.03,11.74,27.20,16.63,B,82114,0,0,0,0,0,0,0,10,0,,663.0,58.0,,
37777,금천리메인시티(도),금천구,37.4539273,126.9012807,29,2018.10,02,8.89,5.43,12.69,29.39,17.97,A,118884,0,0,0,0,0,0,0,2,0,,663.0,58.0,,
37777,금천리메인시티(도),금천구,37.4539273,126.9012807,29,2018.10,02,8.93,5.46,12.76,29.54,18.06,B,146513,0,0,0,0,0,0,0,4,0,,663.0,58.0,,
37777,금천리메인시티(도),금천구,37.4539273,126.9012807,29,2018.10,02,8.96,5.48,12.79,29.63,18.12,C,199117,0,0,0,0,0,0,0,4,0,,663.0,58.0,,
37777,금천리메인시티(도),금천구,37.4539273,126.9012807,29,2018.10,02,9.00,5.50,12.85,29.76,18.19,D,204915,0,0,0,0,0,0,0,2,0,,663.0,58.0,,
37777,금천리메인시티(도),금천구,37.4539273,126.9012807,29,2018.10,02,12.50,7.62,17.84,41.34,25.20,A,166530,0,0,0,0,0,0,0,1,0,,663.0,58.0,,
37777,금천리메인시티(도),금천구,37.4539273,126.9012807,29,2018.10,02,17.88,10.93,25.54,59.14,36.15,A,181013,0,0,0,0,0,0,0,2,0,,663.0,58.0,,
37777,금천리메인시티(도),금천구,37.4539273,126.9012807,29,2018.10,02,19.30,11.80,27.56,63.83,39.02,A,191444,0,0,0,0,0,0,0,2,0,,663.0,58.0,,
378,현대빌라.,강동구,37.5465822,127.1568679,84,1986.10,01,33.82,28.72,33.86,111.83,94.96,,368,0,0,0,0,0,0,0,12,0,,0.0,0.0,,
378,현대빌라.,강동구,37.5465822,127.1568679,84,1986.10,01,37.74,32.71,37.78,124.76,108.13,,49710,0,0,0,0,0,0,0,16,0,,0.0,0.0,,
378,현대빌라.,강동구,37.5465822,127.1568679,84,1986.10,01,38.50,32.69,38.54,127.28,108.08,,93625,0,0,0,0,0,0,0,12,0,,0.0,0.0,,
378,현대빌라.,강동구,37.5465822,127.1568679,84,1986.10,01,41.20,34.98,41.25,136.20,115.66,,127962,0,0,0,0,0,0,0,12,0,,0.0,0.0,,
378,현대빌라.,강동구,37.5465822,127.1568679,84,1986.10,01,42.58,36.91,42.63,140.78,122.02,,153226,0,0,0,0,0,0,0,16,0,,0.0,0.0,,
378,현대빌라.,강동구,37.5465822,127.1568679,84,1986.10,01,44.96,38.97,45.01,148.64,128.83,,171198,0,0,0,0,0,0,0,16,0,,0.0,0.0,,
37800,서초웰하우스,서초구,37.4814586,127.0053251,12,2017.05,01,9.98,8.75,10.69,33.01,28.95,,36628,0,0,0,0,0,0,0,4,0,,249.0,32.0,,
37800,서초웰하우스,서초구,37.4814586,127.0053251,12,2017.05,01,13.99,12.27,14.98,46.26,40.57,,82131,0,0,0,0,0,0,0,4,0,,249.0,32.0,,
37800,서초웰하우스,서초구,37.4814586,127.0053251,12,2017.05,01,14.85,13.02,15.90,49.11,43.07,,118898,0,0,0,0,0,0,0,4,0,,249.0,32.0,,
37805,선인타운,관악구,37.48354,126.9271696,24,2017.06,02,7.27,4.07,7.91,24.04,13.48,,36633,0,0,0,0,0,0,0,21,0,,794.0,59.0,,
37805,선인타운,관악구,37.48354,126.9271696,24,2017.06,02,7.79,4.39,8.49,25.77,14.52,,82136,0,0,0,0,0,0,0,3,0,,794.0,59.0,,
378250,레시오,구로구,37.5265318,126.9058629,7,2021.04,02,7.71,5.10,8.54,25.51,16.88,,1237994,0,0,0,0,0,0,0,2,0,,595.0,53.0,,
378250,레시오,구로구,37.5265318,126.9058629,7,2021.04,02,8.58,5.87,9.53,28.37,19.42,A,1237995,0,0,0,0,0,0,0,1,0,,595.0,53.0,,
378250,레시오,구로구,37.5265318,126.9058629,7,2021.04,02,8.76,5.90,9.72,28.97,19.53,B,1237996,0,0,0,0,0,0,0,1,0,,595.0,53.0,,
378250,레시오,구로구,37.5265318,126.9058629,7,2021.04,02,9.66,6.47,10.72,31.96,21.42,A,1237997,0,0,0,0,0,0,0,1,0,,595.0,53.0,,
378250,레시오,구로구,37.5265318,126.9058629,7,2021.04,02,9.91,6.66,10.99,32.77,22.03,B,1237998,0,0,0,0,0,0,0,1,0,,595.0,53.0,,
378250,레시오,구로구,37.5265318,126.9058629,7,2021.04,02,13.19,8.98,14.65,43.63,29.71,,1237999,0,0,0,0,0,0,0,1,0,,595.0,53.0,,
378254,백운플러스타워(도시형),금천구,37.4533895,126.90005,58,2020.06,01,6.00,4.34,6.86,19.85,14.36,A,1237963,0,0,0,0,0,0,0,28,0,,438.0,58.0,,
378254,백운플러스타워(도시형),금천구,37.4533895,126.90005,58,2020.06,01,6.15,4.45,7.03,20.36,14.73,B,1237964,0,0,0,0,0,0,0,7,0,,438.0,58.0,,
378254,백운플러스타워(도시형),금천구,37.4533895,126.90005,58,2020.06,01,10.68,7.73,12.20,35.31,25.56,,1237965,0,0,0,0,0,0,0,9,0,,438.0,58.0,,
378254,백운플러스타워(도시형),금천구,37.4533895,126.90005,58,2020.06,01,12.32,8.92,14.09,40.75,29.49,A,1237966,0,0,0,0,0,0,0,3,0,,438.0,58.0,,
378254,백운플러스타워(도시형),금천구,37.4533895,126.90005,58,2020.06,01,12.48,9.03,14.26,41.28,29.87,B,1237967,0,0,0,0,0,0,0,2,0,,438.0,58.0,,
378254,백운플러스타워(도시형),금천구,37.4533895,126.90005,58,2020.06,01,12.53,9.07,14.33,41.45,29.99,,1237968,0,0,0,0,0,0,0,9,0,,438.0,58.0,,
37830,두성(21-21),서대문구,37.6049816,126.9170713,18,2004.07,01,25.86,22.63,25.86,85.49,74.83,,36658,45200,48500,42100,0,0,0,0,1,1,,242.0,44.0,,
37830,두성(21-21),서대문구,37.6049816,126.9170713,18,2004.07,01,28.28,24.76,28.28,93.52,81.86,,82157,50900,58000,46200,0,0,0,0,4,1,,242.0,44.0,,
37830,두성(21-21),서대문구,37.6049816,126.9170713,18,2004.07,01,29.00,25.38,29.00,95.89,83.93,A,118917,49900,53600,46200,0,0,0,0,8,1,,242.0,44.0,,
37830,두성(21-21),서대문구,37.6049816,126.9170713,18,2004.07,01,29.24,25.60,29.24,96.68,84.63,B,146541,49300,53700,45400,0,0,0,0,1,1,,242.0,44.0,,
37830,두성(21-21),서대문구,37.6049816,126.9170713,18,2004.07,01,29.24,25.60,29.24,96.69,84.63,C,166552,49100,53000,45000,0,0,0,0,4,1,,242.0,44.0,,
37831,정익제이원(186-12),은평구,37.6175736,126.9218968,54,2017.04,02,10.24,8.66,11.05,33.86,28.65,A,36659,31000,33000,30000,23500,3000,85,95,9,1,75.8,497.0,58.0,0.0,0.0
37831,정익제이원(186-12),은평구,37.6175736,126.9218968,54,2017.04,02,10.43,8.82,11.25,34.48,29.17,B,82158,31000,33000,30000,23500,3000,85,95,9,1,75.8,497.0,58.0,0.0,0.0
37831,정익제이원(186-12),은평구,37.6175736,126.9218968,54,2017.04,02,10.56,8.94,11.40,34.94,29.57,A,118918,31000,33000,30000,23500,3000,85,95,9,1,75.8,497.0,58.0,0.0,0.0
37831,정익제이원(186-12),은평구,37.6175736,126.9218968,54,2017.04,02,10.70,9.05,11.55,35.40,29.95,B,146542,31000,33000,30000,23500,3000,85,95,18,1,75.8,497.0,58.0,0.0,0.0
37831,정익제이원(186-12),은평구,37.6175736,126.9218968,54,2017.04,02,10.72,9.07,11.57,35.45,29.99,C,166553,31000,33000,30000,23500,3000,85,95,9,1,75.8,497.0,58.0,0.0,0.0
37834,엘프에스토,관악구,37.496474,126.992419,5,2008.07,01,57.26,38.38,57.26,189.30,126.90,,36662,0,0,0,0,0,0,0,1,0,,217.0,55.0,,
37834,엘프에스토,관악구,37.496474,126.992419,5,2008.07,01,91.50,61.34,91.50,302.50,202.79,,82161,0,0,0,0,0,0,0,1,0,,217.0,55.0,,
37834,엘프에스토,관악구,37.496474,126.992419,5,2008.07,01,106.71,71.54,106.71,352.78,236.50,,118921,0,0,0,0,0,0,0,1,0,,217.0,55.0,,
37834,엘프에스토,관악구,37.496474,126.992419,5,2008.07,01,112.65,75.51,112.65,372.40,249.65,,146545,0,0,0,0,0,0,0,1,0,,217.0,55.0,,
37834,엘프에스토,관악구,37.496474,126.992419,5,2008.07,01,116.22,77.91,116.22,384.21,257.57,,166556,0,0,0,0,0,0,0,1,0,,217.0,55.0,,
37840,소망,서대문구,37.6035484,126.9152748,10,2002.02,01,14.07,13.05,14.07,46.52,43.17,A,36668,16900,18900,15700,0,0,0,0,1,1,,193.0,49.0,,
37840,소망,서대문구,37.6035484,126.9152748,10,2002.02,01,14.30,13.27,14.30,47.28,43.88,B,82166,18000,19800,16200,0,0,0,0,1,1,,193.0,49.0,,
37840,소망,서대문구,37.6035484,126.9152748,10,2002.02,01,24.02,22.30,24.02,79.43,73.72,A,118926,35000,39200,30900,0,0,0,0,1,1,,193.0,49.0,,
37840,소망,서대문구,37.6035484,126.9152748,10,2002.02,01,24.42,22.66,24.42,80.73,74.93,B,146548,38200,44300,33900,0,0,0,0,1,1,,193.0,49.0,,
37840,소망,서대문구,37.6035484,126.9152748,10,2002.02,01,30.89,28.67,30.89,102.14,94.80,A,166559,42900,48600,37200,0,0,0,0,3,1,,193.0,49.0,,
37840,소망,서대문구,37.6035484,126.9152748,10,2002.02,01,31.39,29.13,31.39,103.78,96.32,B,181035,39400,44300,34200,0,0,0,0,3,1,,193.0,49.0,,
37848,밸류에스엘,동대문구,37.5690165,127.0213115,12,2017.06,02,12.20,10.41,14.49,40.36,34.43,,36676,0,0,0,0,0,0,0,4,0,,487.0,59.0,,
37848,밸류에스엘,동대문구,37.5690165,127.0213115,12,2017.06,02,12.87,10.98,15.29,42.57,36.31,B,118932,0,0,0,0,0,0,0,4,0,,487.0,59.0,,
37848,밸류에스엘,동대문구,37.5690165,127.0213115,12,2017.06,02,12.93,11.03,15.36,42.77,36.48,A,82172,0,0,0,0,0,0,0,4,0,,487.0,59.0,,
37851,한영해시안,강동구,37.5644494,127.0769641,18,2017.04,01,19.53,17.24,19.92,64.59,57.02,A,36679,51600,52700,50900,0,0,0,0,2,1,,199.0,29.0,,
37851,한영해시안,강동구,37.5644494,127.0769641,18,2017.04,01,19.91,17.57,20.33,65.83,58.10,B,82175,54500,56800,52600,0,0,0,0,16,1,,199.0,29.0,,
37852,행복(도),관악구,37.4901185,126.9408887,7,2013.12,01,8.14,6.42,11.03,26.93,21.23,,36680,0,0,0,0,0,0,0,3,0,,149.0,53.0,,
37852,행복(도),관악구,37.4901185,126.9408887,7,2013.12,01,9.88,7.79,13.39,32.68,25.76,,82176,0,0,0,0,0,0,0,3,0,,149.0,53.0,,
37852,행복(도),관악구,37.4901185,126.9408887,7,2013.12,01,18.21,14.35,24.68,60.22,47.47,,118935,0,0,0,0,0,0,0,1,0,,149.0,53.0,,
37855,고덕센트럴푸르지오,강동구,37.5577275,127.1701804,656,2020.08,01,18.66,12.12,28.67,61.71,40.09,A,36683,0,0,0,0,0,0,0,8,0,46.5,499.0,57.0,0.0,0.0
37855,고덕센트럴푸르지오,강동구,37.5577275,127.1701804,656,2020.08,01,24.86,17.88,39.62,82.20,59.14,A,82179,156000,160000,152500,72500,10000,185,195,280,1,46.5,499.0,57.0,0.0,0.0
37855,고덕센트럴푸르지오,강동구,37.5577275,127.1701804,656,2020.08,01,24.91,17.89,39.67,82.36,59.16,B,118938,156000,160000,152500,72500,10000,185,195,17,1,46.5,499.0,57.0,0.0,0.0
37855,고덕센트럴푸르지오,강동구,37.5577275,127.1701804,656,2020.08,01,24.95,17.86,39.69,82.50,59.06,C,146554,156000,160000,152500,72500,10000,185,195,89,1,46.5,499.0,57.0,0.0,0.0
37855,고덕센트럴푸르지오,강동구,37.5577275,127.1701804,656,2020.08,01,24.96,17.87,39.71,82.53,59.09,D,166563,156000,160000,152500,72500,10000,185,195,115,1,46.5,499.0,57.0,0.0,0.0
37855,고덕센트럴푸르지오,강동구,37.5577275,127.1701804,656,2020.08,01,36.00,25.70,57.31,119.02,84.99,B,1227432,0,0,0,0,0,0,0,1,0,46.5,499.0,57.0,0.0,0.0
37855,고덕센트럴푸르지오,강동구,37.5577275,127.1701804,656,2020.08,01,36.05,25.69,57.34,119.20,84.95,A,1227431,0,0,0,0,0,0,0,4,0,46.5,499.0,57.0,0.0,0.0
37856,DMC롯데캐슬더퍼스트,강서구,37.5851084,126.8923643,1192,2021.12,01,18.09,12.04,26.70,59.82,39.83,,36684,65000,68000,60000,39500,0,0,0,37,1,54.8,260.0,22.0,0.0,0.0
37856,DMC롯데캐슬더퍼스트,강서구,37.5851084,126.8923643,1192,2021.12,01,22.48,15.08,33.26,74.32,49.86,,82180,85000,89000,81000,48000,0,0,0,23,1,54.8,260.0,22.0,0.0,0.0
37856,DMC롯데캐슬더퍼스트,강서구,37.5851084,126.8923643,1192,2021.12,01,25.95,18.13,38.92,85.79,59.96,,118939,115000,120000,110000,63000,0,0,0,358,1,54.8,260.0,22.0,0.0,0.0
37856,DMC롯데캐슬더퍼스트,강서구,37.5851084,126.8923643,1192,2021.12,01,33.90,25.67,52.26,112.08,84.87,A,146555,127500,135000,120000,76500,0,0,0,182,1,54.8,260.0,22.0,0.0,0.0
37856,DMC롯데캐슬더퍼스트,강서구,37.5851084,126.8923643,1192,2021.12,01,34.30,25.69,52.67,113.41,84.93,B,166564,127500,135000,120000,76500,0,0,0,211,1,54.8,260.0,22.0,0.0,0.0
37856,DMC롯데캐슬더퍼스트,강서구,37.5851084,126.8923643,1192,2021.12,01,34.37,25.70,52.76,113.64,84.97,C,181039,127500,135000,120000,76500,0,0,0,79,1,54.8,260.0,22.0,0.0,0.0
37856,DMC롯데캐슬더퍼스트,강서구,37.5851084,126.8923643,1192,2021.12,01,40.06,30.23,61.69,132.44,99.95,A,191458,0,0,0,0,0,0,0,24,0,54.8,260.0,22.0,0.0,0.0
37856,DMC롯데캐슬더퍼스트,강서구,37.5851084,126.8923643,1192,2021.12,01,40.32,30.22,61.94,133.30,99.93,B,199127,0,0,0,0,0,0,0,50,0,54.8,260.0,22.0,0.0,0.0
37856,DMC롯데캐슬더퍼스트,강서구,37.5851084,126.8923643,1192,2021.12,01,45.71,34.77,70.58,151.12,114.95,,204922,0,0,0,0,0,0,0,25,0,54.8,260.0,22.0,0.0,0.0
37857,DMC중흥S클래스더센트럴,서대문구,37.6026497,126.8940397,951,2020.03,01,24.51,18.12,39.70,81.02,59.92,A,36685,73750,77000,70500,46500,0,0,0,630,1,63.1,199.0,15.0,1.03,1.09
37857,DMC중흥S클래스더센트럴,서대문구,37.6026497,126.8940397,951,2020.03,01,24.69,18.06,39.83,81.64,59.71,C,82181,73750,77000,70500,46500,0,0,0,112,1,63.1,199.0,15.0,1.03,1.09
37857,DMC중흥S클래스더센트럴,서대문구,37.6026497,126.8940397,951,2020.03,01,24.77,18.09,39.93,81.89,59.81,D,118940,73750,77000,70500,46500,0,0,0,122,1,63.1,199.0,15.0,1.03,1.09
37857,DMC중흥S클래스더센트럴,서대문구,37.6026497,126.8940397,951,2020.03,01,24.83,18.13,40.02,82.08,59.94,B,146556,73750,77000,70500,46500,0,0,0,87,1,63.1,199.0,15.0,1.03,1.09
378573,네모하우스.,강북구,37.6201027,127.074246,8,2013.06,01,11.98,9.06,11.98,39.62,29.97,A,1238373,0,0,0,0,0,0,0,7,0,,240.0,45.0,,
378573,네모하우스.,강북구,37.6201027,127.074246,8,2013.06,01,11.99,9.07,11.99,39.64,29.99,B,1238374,0,0,0,0,0,0,0,1,0,,240.0,45.0,,
378597,미래하임(229-40),마포구,37.596794,126.9077763,8,2015.04,01,11.53,8.94,14.22,38.14,29.58,A,1238591,0,0,0,0,0,0,0,4,0,,249.0,48.0,,
378597,미래하임(229-40),마포구,37.596794,126.9077763,8,2015.04,01,11.57,8.97,14.28,38.27,29.68,B,1238592,0,0,0,0,0,0,0,4,0,,249.0,48.0,,
37866,리슈리안,강서구,37.5238737,126.8506745,27,2015.09,01,18.55,15.21,22.10,61.34,50.30,A,36694,0,0,0,0,0,0,0,1,0,,249.0,37.0,,
37866,리슈리안,강서구,37.5238737,126.8506745,27,2015.09,01,18.56,15.21,22.10,61.36,50.30,B,82190,0,0,0,0,0,0,0,8,0,,249.0,37.0,,
37866,리슈리안,강서구,37.5238737,126.8506745,27,2015.09,01,19.06,15.62,22.70,63.01,51.65,C,118948,0,0,0,0,0,0,0,9,0,,249.0,37.0,,
37866,리슈리안,강서구,37.5238737,126.8506745,27,2015.09,01,19.46,15.95,23.18,64.35,52.74,D,146562,0,0,0,0,0,0,0,9,0,,249.0,37.0,,
37869,브라보(도시형),구로구,37.5273408,126.9081864,94,2016.12,01,7.13,4.67,8.89,23.60,15.46,,36697,0,0,0,0,0,0,0,28,0,,479.0,51.0,,
37869,브라보(도시형),구로구,37.5273408,126.9081864,94,2016.12,01,7.81,5.14,9.74,25.82,17.00,A,82192,0,0,0,0,0,0,0,40,0,,479.0,51.0,,
37869,브라보(도시형),구로구,37.5273408,126.9081864,94,2016.12,01,8.36,5.45,10.41,27.65,18.04,B,118950,0,0,0,0,0,0,0,2,0,,479.0,51.0,,
37869,브라보(도시형),구로구,37.5273408,126.9081864,94,2016.12,01,8.96,5.91,11.18,29.62,19.56,,146563,0,0,0,0,0,0,0,10,0,,479.0,51.0,,
37869,브라보(도시형),구로구,37.5273408,126.9081864,94,2016.12,01,12.06,8.04,15.08,39.87,26.58,,166570,0,0,0,0,0,0,0,2,0,,479.0,51.0,,
37869,브라보(도시형),구로구,37.5273408,126.9081864,94,2016.12,01,14.60,9.76,18.28,48.29,32.28,A,181041,0,0,0,0,0,0,0,10,0,,479.0,51.0,,
37869,브라보(도시형),구로구,37.5273408,126.9081864,94,2016.12,01,15.33,10.21,19.17,50.68,33.76,B,191460,0,0,0,0,0,0,0,2,0,,479.0,51.0,,
378711,송림퍼스트빌,관악구,37.471552,126.978934,12,2004.08,01,23.44,21.21,29.30,77.52,70.13,,1238895,0,0,0,0,0,0,0,1,0,,298.0,55.0,,
378711,송림퍼스트빌,관악구,37.471552,126.978934,12,2004.08,01,27.74,25.09,34.67,91.72,82.97,,1238896,0,0,0,0,0,0,0,1,0,,298.0,55.0,,
378711,송림퍼스트빌,관악구,37.471552,126.978934,12,2004.08,01,29.03,26.26,36.28,95.97,86.82,,1238897,0,0,0,0,0,0,0,1,0,,298.0,55.0,,
378711,송림퍼스트빌,관악구,37.471552,126.978934,12,2004.08,01,31.44,28.44,39.29,103.94,94.02,,1238898,0,0,0,0,0,0,0,3,0,,298.0,55.0,,
378711,송림퍼스트빌,관악구,37.471552,126.978934,12,2004.08,01,32.21,29.13,40.25,106.49,96.33,,1238899,69500,72600,65600,0,0,0,0,6,1,,298.0,55.0,,
378717,신성에버빌,마포구,37.5972144,126.9105091,12,2020.07,01,9.95,7.84,12.27,32.91,25.94,,1238857,0,0,0,0,0,0,0,4,0,,299.0,59.0,,
378717,신성에버빌,마포구,37.5972144,126.9105091,12,2020.07,01,10.70,8.56,13.23,35.40,28.31,,1238858,0,0,0,0,0,0,0,4,0,,299.0,59.0,,
378717,신성에버빌,마포구,37.5972144,126.9105091,12,2020.07,01,12.75,10.10,15.74,42.18,33.40,,1238859,0,0,0,0,0,0,0,4,0,,299.0,59.0,,
378718,갤러리호(도).,서초구,37.4875118,127.0091206,29,2017.02,01,7.56,4.94,11.68,25.00,16.36,A,1238827,0,0,0,0,0,0,0,12,0,,141.0,43.0,,
378718,갤러리호(도).,서초구,37.4875118,127.0091206,29,2017.02,01,7.56,4.98,11.64,25.02,16.48,C,1238829,0,0,0,0,0,0,0,1,0,,141.0,43.0,,
378718,갤러리호(도).,서초구,37.4875118,127.0091206,29,2017.02,01,7.60,4.97,11.70,25.14,16.46,B,1238828,0,0,0,0,0,0,0,1,0,,141.0,43.0,,
378718,갤러리호(도).,서초구,37.4875118,127.0091206,29,2017.02,01,7.62,4.98,11.77,25.20,16.49,D,1238830,0,0,0,0,0,0,0,3,0,,141.0,43.0,,
378718,갤러리호(도).,서초구,37.4875118,127.0091206,29,2017.02,01,7.63,4.99,11.78,25.23,16.52,E,1238831,0,0,0,0,0,0,0,1,0,,141.0,43.0,,
378718,갤러리호(도).,서초구,37.4875118,127.0091206,29,2017.02,01,7.63,5.02,11.76,25.25,16.61,F,1238832,0,0,0,0,0,0,0,2,0,,141.0,43.0,,
378718,갤러리호(도).,서초구,37.4875118,127.0091206,29,2017.02,01,7.64,5.02,11.76,25.26,16.62,G,1238833,0,0,0,0,0,0,0,1,0,,141.0,43.0,,
378718,갤러리호(도).,서초구,37.4875118,127.0091206,29,2017.02,01,7.69,5.06,11.85,25.45,16.74,H,1238834,0,0,0,0,0,0,0,3,0,,141.0,43.0,,
378718,갤러리호(도).,서초구,37.4875118,127.0091206,29,2017.02,01,7.70,5.06,11.85,25.46,16.75,I,1238835,0,0,0,0,0,0,0,1,0,,141.0,43.0,,
378718,갤러리호(도).,서초구,37.4875118,127.0091206,29,2017.02,01,9.98,6.66,15.21,33.00,22.03,,1238836,0,0,0,0,0,0,0,4,0,,141.0,43.0,,
37877,송파레미니스2단지,강동구,37.5063427,127.1380152,818,2018.06,01,26.97,18.11,36.97,89.18,59.87,B,36705,145000,151000,140000,68000,0,0,0,18,1,51.6,216.0,16.0,0.0,4.22
37877,송파레미니스2단지,강동구,37.5063427,127.1380152,818,2018.06,01,37.20,25.69,51.39,123.00,84.94,C,82199,167500,174000,160000,86500,0,0,0,46,1,51.6,216.0,16.0,0.0,4.22
37877,송파레미니스2단지,강동구,37.5063427,127.1380152,818,2018.06,01,37.20,25.69,51.39,123.00,84.94,CN,118957,167500,174000,160000,86500,0,0,0,24,1,51.6,216.0,16.0,0.0,4.22
37877,송파레미니스2단지,강동구,37.5063427,127.1380152,818,2018.06,01,37.46,25.70,51.65,123.85,84.99,A,146566,167500,174000,160000,86500,0,0,0,16,1,51.6,216.0,16.0,0.0,4.22
37877,송파레미니스2단지,강동구,37.5063427,127.1380152,818,2018.06,01,37.54,25.65,51.71,124.12,84.82,B,166572,167500,174000,160000,86500,0,0,0,134,1,51.6,216.0,16.0,0.0,4.22
37879,센트럴파크,동작구,37.5257661,126.9678568,1140,2020.08,02,38.72,27.88,61.90,128.00,92.17,C,36707,340000,353500,320000,165000,0,0,0,24,1,52.6,805.0,59.0,-4.88,0.0
37879,센트럴파크,동작구,37.5257661,126.9678568,1140,2020.08,02,38.95,28.10,62.32,128.77,92.91,B,82201,340000,353500,320000,165000,0,0,0,24,1,52.6,805.0,59.0,-4.88,0.0
37879,센트럴파크,동작구,37.5257661,126.9678568,1140,2020.08,02,39.46,28.05,62.79,130.47,92.73,A,118959,340000,353500,320000,165000,0,0,0,24,1,52.6,805.0,59.0,-4.88,0.0
37879,센트럴파크,동작구,37.5257661,126.9678568,1140,2020.08,02,43.07,31.11,68.94,142.38,102.86,,146568,355000,387000,330000,177500,0,0,0,288,1,52.6,805.0,59.0,-4.88,0.0
37879,센트럴파크,동작구,37.5257661,126.9678568,1140,2020.08,02,48.03,34.63,76.83,158.78,114.50,B,166573,390000,415000,350000,205000,0,0,0,288,1,52.6,805.0,59.0,-4.88,0.0
37879,센트럴파크,동작구,37.5257661,126.9678568,1140,2020.08,02,48.52,34.75,77.42,160.40,114.89,A,181043,390000,415000,350000,205000,0,0,0,220,1,52.6,805.0,59.0,-4.88,0.0
37879,센트럴파크,동작구,37.5257661,126.9678568,1140,2020.08,02,57.02,40.95,91.07,188.50,135.38,,191461,485000,507500,465000,250000,0,0,0,68,1,52.6,805.0,59.0,-4.88,0.0
37879,센트럴파크,동작구,37.5257661,126.9678568,1140,2020.08,02,92.88,65.92,147.70,307.04,217.94,P,199129,0,0,0,0,0,0,0,2,0,52.6,805.0,59.0,-4.88,0.0
37879,센트럴파크,동작구,37.5257661,126.9678568,1140,2020.08,02,95.74,68.04,152.32,316.51,224.95,P,204924,0,0,0,0,0,0,0,6,0,52.6,805.0,59.0,-4.88,0.0
37879,센트럴파크,동작구,37.5257661,126.9678568,1140,2020.08,02,101.15,71.95,160.97,334.38,237.87,P,209312,0,0,0,0,0,0,0,2,0,52.6,805.0,59.0,-4.88,0.0
378814,성지채움빌,금천구,37.4761357,126.8979274,15,2016.05,01,9.00,7.82,9.43,29.76,25.87,A,1239035,0,0,0,0,0,0,0,1,0,,249.0,55.0,,
378814,성지채움빌,금천구,37.4761357,126.8979274,15,2016.05,01,9.08,7.89,9.52,30.02,26.10,B,1239036,0,0,0,0,0,0,0,3,0,,249.0,55.0,,
378814,성지채움빌,금천구,37.4761357,126.8979274,15,2016.05,01,9.70,8.43,10.17,32.08,27.89,A,1239037,0,0,0,0,0,0,0,3,0,,249.0,55.0,,
378814,성지채움빌,금천구,37.4761357,126.8979274,15,2016.05,01,9.72,8.45,10.19,32.15,27.95,B,1239038,0,0,0,0,0,0,0,1,0,,249.0,55.0,,
378814,성지채움빌,금천구,37.4761357,126.8979274,15,2016.05,01,13.79,11.99,14.46,45.61,39.65,,1239039,0,0,0,0,0,0,0,1,0,,249.0,55.0,,
378814,성지채움빌,금천구,37.4761357,126.8979274,15,2016.05,01,16.27,14.14,17.06,53.80,46.77,,1239034,0,0,0,0,0,0,0,6,0,,249.0,55.0,,
378816,어반슈필라움(도),동대문구,37.570424,127.0715986,16,2019.11,02,8.38,6.15,9.42,27.71,20.35,,1238993,0,0,0,0,0,0,0,2,0,,407.0,59.0,,
378816,어반슈필라움(도),동대문구,37.570424,127.0715986,16,2019.11,02,8.77,6.44,9.86,29.01,21.31,A,1238994,0,0,0,0,0,0,0,2,0,,407.0,59.0,,
378816,어반슈필라움(도),동대문구,37.570424,127.0715986,16,2019.11,02,8.86,6.50,9.96,29.30,21.52,B,1238995,0,0,0,0,0,0,0,2,0,,407.0,59.0,,
378816,어반슈필라움(도),동대문구,37.570424,127.0715986,16,2019.11,02,9.19,6.75,10.34,30.40,22.33,C,1238996,0,0,0,0,0,0,0,2,0,,407.0,59.0,,
378816,어반슈필라움(도),동대문구,37.570424,127.0715986,16,2019.11,02,11.69,8.58,13.14,38.65,28.39,A,1238997,0,0,0,0,0,0,0,2,0,,407.0,59.0,,
378816,어반슈필라움(도),동대문구,37.570424,127.0715986,16,2019.11,02,11.82,8.68,13.29,39.09,28.71,B,1239062,0,0,0,0,0,0,0,2,0,,407.0,59.0,,
