단지ID,단지명,시군구,위도,경도,세대수,준공년월,물건종류,공급면적(평),전용면적(평),계약면적(평),공급면적(m2),전용면적(m2),주택형,면적일련번호,KB매매시세(만원),매매상한가(만원),매매하한가(만원),KB전세시세(만원),월세보증금(만원),월세최저(만원),월세최고(만원),세대수(평형),시세제공여부,전세가율,용적률,건폐율,월간매매변동률,월간전세변동률
1,동현,광진구,37.51938,127.0367525,548,1985.08,01,30.99,25.68,32.08,102.47,84.92,,1,275000,282500,267500,70000,10000,245,265,380,1,25.5,174.0,15.0,-0.9,0.0
1,동현,광진구,37.51938,127.0367525,548,1985.08,01,42.63,36.47,44.32,140.95,120.58,,49364,355000,365000,345000,90000,10000,265,285,24,1,25.5,174.0,15.0,-0.9,0.0
1,동현,광진구,37.51938,127.0367525,548,1985.08,01,42.85,36.20,44.48,141.66,119.67,,127745,355000,365000,345000,90000,10000,265,285,96,1,25.5,174.0,15.0,-0.9,0.0
1,동현,광진구,37.51938,127.0367525,548,1985.08,01,53.05,45.38,55.14,175.38,150.04,,93339,390000,400000,380000,110000,10000,290,300,48,1,25.5,174.0,15.0,-0.9,0.0
10,월드노블레스빌,서초구,37.5135375,127.0231407,12,2001.10,01,43.00,39.06,57.52,142.17,129.13,,93346,0,0,0,0,0,0,0,4,0,,234.0,59.0,,
10,월드노블레스빌,서초구,37.5135375,127.0231407,12,2001.10,01,45.14,41.00,60.37,149.23,135.54,,10,0,0,0,0,0,0,0,4,0,,234.0,59.0,,
10,월드노블레스빌,서초구,37.5135375,127.0231407,12,2001.10,01,59.20,53.77,79.18,195.72,177.76,,49373,0,0,0,0,0,0,0,4,0,,234.0,59.0,,
1000,상계1차중앙하이츠,강북구,37.6540094,127.0688446,437,1997.10,01,24.01,18.09,28.27,79.38,59.82,,966,60500,64750,56500,35500,5000,110,120,188,1,58.7,297.0,20.0,7.08,1.43
1000,상계1차중앙하이츠,강북구,37.6540094,127.0688446,437,1997.10,01,30.01,25.59,36.03,99.22,84.60,,50283,78500,80000,74500,55000,5000,140,150,159,1,58.7,297.0,20.0,7.08,1.43
1000,상계1차중앙하이츠,강북구,37.6540094,127.0688446,437,1997.10,01,45.06,40.82,54.68,148.98,134.97,,94064,94000,98000,92000,64000,10000,148,160,90,1,58.7,297.0,20.0,7.08,1.43
1001,한신(2차),강북구,37.6648162,127.0681543,471,1988.05,01,19.63,13.89,20.11,64.92,45.92,,967,34000,35000,31000,20500,1000,75,80,201,1,60.3,234.0,19.0,0.0,0.0
1001,한신(2차),강북구,37.6648162,127.0681543,471,1988.05,01,24.62,17.68,25.23,81.41,58.46,,50284,47500,49000,44000,26500,5000,83,88,120,1,60.3,234.0,19.0,0.0,0.0
1001,한신(2차),강북구,37.6648162,127.0681543,471,1988.05,01,30.65,25.68,31.54,101.35,84.92,,94065,59500,61500,57000,36000,5000,108,123,150,1,60.3,234.0,19.0,0.0,0.0
1003,희락상가,강북구,37.6712082,127.057283,34,1997.11,01,29.52,18.06,30.60,97.59,59.73,,969,38000,40700,36500,0,0,0,0,15,1,,287.0,58.0,,
1003,희락상가,강북구,37.6712082,127.057283,34,1997.11,01,41.96,25.68,43.50,138.72,84.90,,50286,51100,57900,47600,0,0,0,0,19,1,,287.0,58.0,,
1005,코오롱,강북구,37.6524871,127.0700536,215,1997.12,01,25.00,18.13,32.13,82.65,59.94,,971,57500,60000,55000,34750,5000,85,93,86,1,60.4,263.0,21.0,0.0,0.0
1005,코오롱,강북구,37.6524871,127.0700536,215,1997.12,01,28.82,22.13,37.53,95.30,73.17,,50288,66500,68500,65500,42250,5000,93,100,57,1,60.4,263.0,21.0,0.0,0.0
1005,코오롱,강북구,37.6524871,127.0700536,215,1997.12,01,32.94,25.68,43.05,108.91,84.90,,94067,72000,73500,70000,52000,5000,113,128,72,1,60.4,263.0,21.0,0.0,0.0
1006,노원현대,강북구,37.6585885,127.0633927,259,1997.01,01,32.27,25.64,36.01,106.68,84.78,,972,74000,76500,72000,49000,5000,140,150,241,1,66.2,246.0,22.0,0.0,0.0
1006,노원현대,강북구,37.6585885,127.0633927,259,1997.01,01,32.36,25.70,36.12,107.00,84.99,C,50289,74000,76500,72000,49000,5000,140,150,18,1,66.2,246.0,22.0,0.0,0.0
1007,상계대림,강북구,37.6635794,127.0747096,675,1989.08,01,24.60,18.05,25.22,81.35,59.67,,973,48750,50000,45500,29000,3000,90,95,405,1,59.5,269.0,26.0,1.56,0.0
1007,상계대림,강북구,37.6635794,127.0747096,675,1989.08,01,31.36,25.68,32.23,103.67,84.91,,50290,67750,69500,65000,43000,5000,120,130,270,1,59.5,269.0,26.0,1.56,0.0
1008,은빛(2단지),노원구,37.6800198,127.0538498,1313,1998.10,01,16.24,12.00,18.60,53.71,39.69,A,1212689,35000,37000,31750,21000,2000,80,90,39,1,64.5,260.0,22.0,1.4,0.0
1008,은빛(2단지),노원구,37.6800198,127.0538498,1313,1998.10,01,16.25,12.00,18.60,53.73,39.70,B,974,35000,37000,31750,21000,2000,80,90,236,1,64.5,260.0,22.0,1.4,0.0
1008,은빛(2단지),노원구,37.6800198,127.0538498,1313,1998.10,01,20.37,15.05,23.32,67.35,49.77,,50291,44500,46500,40500,27500,2000,95,105,408,1,64.5,260.0,22.0,1.4,0.0
1008,은빛(2단지),노원구,37.6800198,127.0538498,1313,1998.10,01,24.52,18.12,28.08,81.09,59.92,A,1212690,54250,56500,48250,35000,2000,118,125,120,1,64.5,260.0,22.0,1.4,0.0
1008,은빛(2단지),노원구,37.6800198,127.0538498,1313,1998.10,01,24.54,18.13,28.09,81.13,59.95,B,94068,54250,56500,48250,35000,2000,118,125,510,1,64.5,260.0,22.0,1.4,0.0
1009,상계대림(e편한세상),강북구,37.674706,127.050755,230,2002.07,01,24.74,16.87,29.72,81.79,55.77,A,975,47000,48250,43500,31000,2000,98,113,58,1,60.1,326.0,24.0,0.0,0.0
1009,상계대림(e편한세상),강북구,37.674706,127.050755,230,2002.07,01,24.74,16.87,29.72,81.79,55.77,B,50292,47000,48250,43500,31000,2000,98,113,14,1,60.1,326.0,24.0,0.0,0.0
1009,상계대림(e편한세상),강북구,37.674706,127.050755,230,2002.07,01,24.74,16.87,29.72,81.79,55.77,C,94069,47000,48250,43500,31000,2000,98,113,8,1,60.1,326.0,24.0,0.0,0.0
1009,상계대림(e편한세상),강북구,37.674706,127.050755,230,2002.07,01,33.42,25.31,40.84,110.48,83.68,B,153408,63500,66000,61500,38000,5000,123,135,19,1,60.1,326.0,24.0,0.0,0.0
1009,상계대림(e편한세상),강북구,37.674706,127.050755,230,2002.07,01,33.65,25.37,41.10,111.27,83.87,A,128260,63250,66000,61500,38000,5000,123,135,94,1,60.1,326.0,24.0,0.0,0.0
1009,상계대림(e편한세상),강북구,37.674706,127.050755,230,2002.07,01,44.43,34.58,54.56,146.89,114.34,,171314,75000,78500,70000,48250,0,0,0,37,1,60.1,326.0,24.0,0.0,0.0
1010,청솔상계양우,강북구,37.65578,127.07119,251,2002.07,01,33.29,24.02,37.36,110.06,79.41,A,976,67500,70500,65500,48500,5000,95,110,72,1,71.9,258.0,18.0,0.0,0.0
1010,청솔상계양우,강북구,37.65578,127.07119,251,2002.07,01,33.64,24.02,37.71,111.21,79.41,B,50293,67500,70500,65500,48500,5000,95,110,97,1,71.9,258.0,18.0,0.0,0.0
1010,청솔상계양우,강북구,37.65578,127.07119,251,2002.07,01,36.16,26.08,40.58,119.54,86.22,A,94070,70000,73000,68000,51000,5000,95,110,10,1,71.9,258.0,18.0,0.0,0.0
1010,청솔상계양우,강북구,37.65578,127.07119,251,2002.07,01,36.85,26.21,41.29,121.82,86.67,B,128261,70000,73000,68000,51000,5000,95,110,24,1,71.9,258.0,18.0,0.0,0.0
1010,청솔상계양우,강북구,37.65578,127.07119,251,2002.07,01,45.77,33.43,51.44,151.31,110.53,,153409,84000,87500,80000,55500,10000,115,130,48,1,71.9,258.0,18.0,0.0,0.0
1011,대창센시티,강북구,37.67118,127.05154,117,2002.07,01,31.87,25.66,43.02,105.35,84.85,,977,59500,62250,56000,38000,10000,90,105,102,1,63.9,286.0,23.0,0.0,0.0
1011,대창센시티,강북구,37.67118,127.05154,117,2002.07,01,31.90,25.53,43.00,105.47,84.42,C,50294,59500,62250,56000,38000,10000,90,105,15,1,63.9,286.0,23.0,0.0,0.0
1012,수락파크빌,노원구,37.6796649,127.0567905,468,2001.05,01,31.85,25.59,43.80,105.29,84.62,A,978,83500,86500,79000,52500,5000,140,150,127,1,68.3,230.0,23.0,1.09,0.0
1012,수락파크빌,노원구,37.6796649,127.0567905,468,2001.05,01,31.90,25.63,43.87,105.46,84.76,C,94071,83500,86500,79000,52500,5000,140,150,13,1,68.3,230.0,23.0,1.09,0.0
1012,수락파크빌,노원구,37.6796649,127.0567905,468,2001.05,01,31.92,25.66,43.90,105.54,84.83,B,50295,83500,86500,79000,52500,5000,140,150,53,1,68.3,230.0,23.0,1.09,0.0
1012,수락파크빌,노원구,37.6796649,127.0567905,468,2001.05,01,43.21,34.73,59.42,142.86,114.82,,128262,93000,98500,85000,63500,0,0,0,275,1,68.3,230.0,23.0,1.09,0.0
1013,상록수1단지,강북구,37.6772973,127.0514244,95,2002.05,01,23.15,16.06,33.75,76.55,53.10,,50296,44250,46250,42750,25500,2000,83,90,2,1,57.6,227.0,29.0,0.0,0.0
1013,상록수1단지,강북구,37.6772973,127.0514244,95,2002.05,01,23.50,16.23,34.10,77.71,53.65,,979,44250,46250,42750,25500,2000,83,90,93,1,57.6,227.0,29.0,0.0,0.0
1014,신이모닝빌,강북구,37.6534762,127.0697919,67,2002.06,01,22.52,18.10,29.18,74.46,59.86,,980,47000,48500,43000,29500,5000,60,70,9,1,68.6,269.0,30.0,0.0,0.0
1014,신이모닝빌,강북구,37.6534762,127.0697919,67,2002.06,01,26.18,21.05,33.92,86.57,69.60,,50297,50500,52500,46500,32000,5000,70,80,2,1,68.6,269.0,30.0,0.0,0.0
1014,신이모닝빌,강북구,37.6534762,127.0697919,67,2002.06,01,31.72,25.50,41.09,104.87,84.31,,94072,57500,59500,54000,39500,5000,80,90,20,1,68.6,269.0,30.0,0.0,0.0
1014,신이모닝빌,강북구,37.6534762,127.0697919,67,2002.06,01,31.95,25.68,41.39,105.62,84.92,B,153410,59000,61000,54000,40500,5000,80,90,9,1,68.6,269.0,30.0,0.0,0.0
1014,신이모닝빌,강북구,37.6534762,127.0697919,67,2002.06,01,31.96,25.70,41.41,105.68,84.96,A,128263,59000,61000,54000,40500,5000,80,90,27,1,68.6,269.0,30.0,0.0,0.0
1015,청암2단지,노원구,37.6632707,127.0790205,602,2001.06,01,21.30,15.05,27.64,70.41,49.77,,981,43500,46000,40500,26500,3000,93,100,345,1,60.9,263.0,24.0,3.57,1.92
1015,청암2단지,노원구,37.6632707,127.0790205,602,2001.06,01,25.42,17.96,32.99,84.04,59.40,A,50298,47750,50000,45000,33000,4000,103,110,177,1,60.9,263.0,24.0,3.57,1.92
1015,청암2단지,노원구,37.6632707,127.0790205,602,2001.06,01,25.66,18.13,33.30,84.83,59.96,B,94073,47750,50000,45000,33000,4000,103,110,80,1,60.9,263.0,24.0,3.57,1.92
1016,청암1단지(e편한세상),노원구,37.6660307,127.0793831,234,2001.06,01,32.34,25.65,43.98,106.92,84.80,,982,68000,72500,64000,41000,8000,110,120,234,1,60.3,221.0,19.0,0.0,0.0
1017,성림,노원구,37.67191,127.08133,240,2006.06,01,25.96,18.14,31.13,85.82,60.00,,983,40500,44000,35500,27000,5000,80,85,148,1,66.7,373.0,31.0,5.19,0.0
1017,성림,노원구,37.67191,127.08133,240,2006.06,01,32.42,25.07,39.57,107.19,82.88,,50299,48500,52750,45000,30500,5000,95,103,16,1,66.7,373.0,31.0,5.19,0.0
1017,성림,노원구,37.67191,127.08133,240,2006.06,01,33.06,25.56,40.34,109.29,84.50,,94074,50500,54250,46500,31000,5000,100,108,76,1,66.7,373.0,31.0,5.19,0.0
1018,수락한신(1278),강북구,37.6733347,127.0606795,47,1999.12,01,18.59,15.10,25.27,61.47,49.93,,984,0,0,0,0,0,0,0,2,0,,153.0,47.0,,
1018,수락한신(1278),강북구,37.6733347,127.0606795,47,1999.12,01,21.17,17.19,28.77,69.99,56.85,,50300,0,0,0,0,0,0,0,2,0,,153.0,47.0,,
1018,수락한신(1278),강북구,37.6733347,127.0606795,47,1999.12,01,22.27,18.09,30.27,73.64,59.82,,94075,0,0,0,0,0,0,0,19,0,,153.0,47.0,,
1018,수락한신(1278),강북구,37.6733347,127.0606795,47,1999.12,01,27.66,23.26,37.93,91.45,76.92,,128264,0,0,0,0,0,0,0,8,0,,153.0,47.0,,
1018,수락한신(1278),강북구,37.6733347,127.0606795,47,1999.12,01,30.47,25.63,41.80,100.74,84.75,,153411,0,0,0,0,0,0,0,16,0,,153.0,47.0,,
1019,상록수2단지,노원구,37.6782734,127.0517974,20,2002.05,01,34.39,23.37,34.54,113.68,77.25,,985,52700,55500,48400,0,0,0,0,20,1,,128.0,17.0,,
102,한양(8차),성동구,37.5299753,127.0421715,90,1984.06,01,63.03,59.06,64.64,208.37,195.26,,100,0,0,0,0,0,0,0,4,0,31.3,195.0,13.0,0.0,8.7
102,한양(8차),성동구,37.5299753,127.0421715,90,1984.06,01,64.88,60.79,66.54,214.49,200.99,,49458,0,0,0,0,0,0,0,8,0,31.3,195.0,13.0,0.0,8.7
102,한양(8차),성동구,37.5299753,127.0421715,90,1984.06,01,66.05,61.90,67.75,218.38,204.64,,93420,0,0,0,0,0,0,0,26,0,31.3,195.0,13.0,0.0,8.7
102,한양(8차),성동구,37.5299753,127.0421715,90,1984.06,01,67.82,63.55,69.56,224.21,210.10,,127813,800000,835000,775000,250000,0,0,0,52,1,31.3,195.0,13.0,0.0,8.7
1020,상계불암대림,노원구,37.6635551,127.0773622,634,2000.03,01,25.45,17.91,30.35,84.14,59.22,,50301,56500,59500,53000,34500,5000,115,130,232,1,72.1,322.0,22.0,0.0,0.0
1020,상계불암대림,노원구,37.6635551,127.0773622,634,2000.03,01,32.83,25.70,39.87,108.54,84.96,,94076,73500,75500,70500,53000,8000,150,180,246,1,72.1,322.0,22.0,0.0,0.0
1020,상계불암대림,노원구,37.6635551,127.0773622,634,2000.03,01,43.00,34.72,52.51,142.16,114.81,,128265,88500,90500,86000,60000,10000,195,220,156,1,72.1,322.0,22.0,0.0,0.0
1023,중계무지개,강북구,37.6436707,127.0660729,2433,1991.11,01,17.23,12.04,17.23,56.98,39.82,A,128267,46000,49500,40000,23000,2000,78,88,372,1,55.0,193.0,17.0,0.0,0.0
1023,중계무지개,강북구,37.6436707,127.0660729,2433,1991.11,01,17.26,12.08,17.26,57.07,39.96,B,989,46000,49500,40000,23000,2000,78,88,451,1,55.0,193.0,17.0,0.0,0.0
1023,중계무지개,강북구,37.6436707,127.0660729,2433,1991.11,01,21.49,14.98,21.49,71.07,49.54,A,50304,60000,65000,58000,33000,2000,90,108,743,1,55.0,193.0,17.0,0.0,0.0
1023,중계무지개,강북구,37.6436707,127.0660729,2433,1991.11,01,21.60,15.09,21.60,71.43,49.89,B,153413,60000,65000,58000,33000,2000,90,108,420,1,55.0,193.0,17.0,0.0,0.0
1023,중계무지개,강북구,37.6436707,127.0660729,2433,1991.11,01,25.18,17.92,25.18,83.26,59.26,,94078,67750,69000,65500,35500,3000,108,118,447,1,55.0,193.0,17.0,0.0,0.0
1024,롯데우성,강북구,37.6469944,127.0727622,568,1993.07,01,37.15,30.81,45.31,122.83,101.88,,990,126000,135500,118000,80000,10000,210,245,120,1,65.2,208.0,19.0,0.0,0.0
1024,롯데우성,강북구,37.6469944,127.0727622,568,1993.07,01,41.61,34.86,50.84,137.58,115.26,,50305,138000,145000,125000,90000,10000,245,270,448,1,65.2,208.0,19.0,0.0,0.0
1024344,위너빌,중랑구,37.5933381,127.090186,16,2017.06,01,10.13,8.27,10.13,33.49,27.37,A,1542299,0,0,0,0,0,0,0,4,0,,247.0,49.0,,
1024344,위너빌,중랑구,37.5933381,127.090186,16,2017.06,01,10.13,8.28,10.13,33.50,27.38,B,1542300,0,0,0,0,0,0,0,4,0,,247.0,49.0,,
1024344,위너빌,중랑구,37.5933381,127.090186,16,2017.06,01,10.67,8.72,10.67,35.29,28.84,C,1542301,0,0,0,0,0,0,0,4,0,,247.0,49.0,,
1024344,위너빌,중랑구,37.5933381,127.090186,16,2017.06,01,10.97,8.96,10.97,36.27,29.64,D,1542302,0,0,0,0,0,0,0,4,0,,247.0,49.0,,
1024353,스타파크시티,강서구,37.5322518,126.8061764,22,2023.01,01,22.62,18.26,22.80,74.80,60.37,A,1542424,0,0,0,0,0,0,0,6,0,,208.0,28.0,,
1024353,스타파크시티,강서구,37.5322518,126.8061764,22,2023.01,01,22.65,18.28,22.82,74.87,60.45,B,1542425,0,0,0,0,0,0,0,5,0,,208.0,28.0,,
1024353,스타파크시티,강서구,37.5322518,126.8061764,22,2023.01,01,29.02,23.69,29.25,95.94,78.32,A,1542426,42300,44900,39100,0,0,0,0,5,1,,208.0,28.0,,
1024353,스타파크시티,강서구,37.5322518,126.8061764,22,2023.01,01,29.87,24.19,30.10,98.75,79.98,B,1542427,45300,47000,42600,0,0,0,0,6,1,,208.0,28.0,,
1024356,새절역두산위브트레지움,마포구,37.5913322,126.906659,424,2025.11,01,23.61,18.14,35.64,78.05,59.97,,1542360,0,0,0,0,0,0,0,94,0,55.0,0.0,0.0,0.0,0.0
1024356,새절역두산위브트레지움,마포구,37.5913322,126.906659,424,2025.11,01,23.61,18.14,35.64,78.05,59.97,T1,1542361,0,0,0,0,0,0,0,1,0,55.0,0.0,0.0,0.0,0.0
1024356,새절역두산위브트레지움,마포구,37.5913322,126.906659,424,2025.11,01,29.78,23.23,45.19,98.45,76.81,,1542362,0,0,0,0,0,0,0,34,0,55.0,0.0,0.0,0.0,0.0
1024356,새절역두산위브트레지움,마포구,37.5913322,126.906659,424,2025.11,01,32.65,25.70,49.70,107.94,84.96,B,1542363,110000,114000,105000,60500,0,0,0,74,1,55.0,0.0,0.0,0.0,0.0
1024356,새절역두산위브트레지움,마포구,37.5913322,126.906659,424,2025.11,01,32.65,25.70,49.70,107.94,84.96,BT,1542364,0,0,0,0,0,0,0,2,0,55.0,0.0,0.0,0.0,0.0
1024356,새절역두산위브트레지움,마포구,37.5913322,126.906659,424,2025.11,01,32.77,25.70,49.83,108.35,84.98,A,1542365,110000,114000,105000,60500,0,0,0,151,1,55.0,0.0,0.0,0.0,0.0
1024356,새절역두산위브트레지움,마포구,37.5913322,126.906659,424,2025.11,01,32.77,25.70,49.83,108.35,84.98,AT,1542366,0,0,0,0,0,0,0,1,0,55.0,0.0,0.0,0.0,0.0
1024356,새절역두산위브트레지움,마포구,37.5913322,126.906659,424,2025.11,01,32.87,25.70,49.93,108.68,84.99,CT2,1542367,0,0,0,0,0,0,0,3,0,55.0,0.0,0.0,0.0,0.0
1024356,새절역두산위브트레지움,마포구,37.5913322,126.906659,424,2025.11,01,32.87,25.70,49.93,108.68,84.99,C,1542368,110000,114000,105000,60500,0,0,0,64,1,55.0,0.0,0.0,0.0,0.0
1024495,대승(도),마포구,37.5562469,126.9316797,27,2012.06,01,5.35,4.10,6.56,17.69,13.57,A,1543462,0,0,0,0,0,0,0,12,0,,199.0,56.0,,
1024495,대승(도),마포구,37.5562469,126.9316797,27,2012.06,01,5.39,4.13,6.60,17.83,13.67,B,1543463,0,0,0,0,0,0,0,12,0,,199.0,56.0,,
1024495,대승(도),마포구,37.5562469,126.9316797,27,2012.06,01,7.70,5.91,9.44,25.48,19.54,,1542739,0,0,0,0,0,0,0,3,0,,199.0,56.0,,
1024507,노블하우스,관악구,37.4960363,126.9967383,15,2002.03,01,37.71,34.68,49.05,124.69,114.66,,1542769,146100,153900,132600,0,0,0,0,1,1,,272.0,59.0,,
1024507,노블하우스,관악구,37.4960363,126.9967383,15,2002.03,01,43.29,39.81,56.30,143.12,131.61,,1542770,168000,186600,154000,0,0,0,0,1,1,,272.0,59.0,,
1024507,노블하우스,관악구,37.4960363,126.9967383,15,2002.03,01,44.19,40.64,57.48,146.11,134.36,,1542771,161200,174400,149200,0,0,0,0,3,1,,272.0,59.0,,
1024507,노블하우스,관악구,37.4960363,126.9967383,15,2002.03,01,47.91,44.05,62.31,158.40,145.65,,1542772,182200,206100,167400,0,0,0,0,1,1,,272.0,59.0,,
1024507,노블하우스,관악구,37.4960363,126.9967383,15,2002.03,01,53.11,48.84,69.07,175.59,161.46,,1542773,219600,229800,205100,0,0,0,0,1,1,,272.0,59.0,,
1024507,노블하우스,관악구,37.4960363,126.9967383,15,2002.03,01,63.25,58.17,82.26,209.12,192.30,,1542774,229100,246400,217100,0,0,0,0,1,1,,272.0,59.0,,
1024507,노블하우스,관악구,37.4960363,126.9967383,15,2002.03,01,64.24,59.07,83.55,212.38,195.30,A,1542775,0,0,0,0,0,0,0,3,0,,272.0,59.0,,
1024507,노블하우스,관악구,37.4960363,126.9967383,15,2002.03,01,64.79,59.58,84.27,214.21,196.98,B,1542776,234000,246600,219600,0,0,0,0,4,1,,272.0,59.0,,
1025,중계5단지주공,노원구,37.6532956,127.0766165,2328,1992.04,01,15.24,11.68,15.24,50.40,38.64,,991,41000,43500,38250,19500,1000,83,93,360,1,44.0,183.0,12.0,0.0,2.33
1025,중계5단지주공,노원구,37.6532956,127.0766165,2328,1992.04,01,17.72,13.59,17.72,58.61,44.94,A,50306,50000,51500,45500,22000,1000,85,95,180,1,44.0,183.0,12.0,0.0,2.33
1025,중계5단지주공,노원구,37.6532956,127.0766165,2328,1992.04,01,17.90,13.46,17.90,59.20,44.52,B,94079,50000,51500,46000,22000,1000,85,95,540,1,44.0,183.0,12.0,0.0,2.33
1025,중계5단지주공,노원구,37.6532956,127.0766165,2328,1992.04,01,24.29,17.68,24.29,80.31,58.46,,128268,76000,79000,71500,39000,5000,125,140,528,1,44.0,183.0,12.0,0.0,2.33
1025,중계5단지주공,노원구,37.6532956,127.0766165,2328,1992.04,01,28.51,23.14,28.51,94.25,76.51,,153414,99000,101000,95000,58000,10000,140,150,360,1,44.0,183.0,12.0,0.0,2.33
1025,중계5단지주공,노원구,37.6532956,127.0766165,2328,1992.04,01,31.59,25.64,31.59,104.45,84.79,,171316,111000,114000,103000,66500,10000,150,165,360,1,44.0,183.0,12.0,0.0,2.33
1025461,"더존예가(D동,도시형)",강동구,37.5371066,127.1247342,24,2019.07,01,5.78,4.70,6.25,19.11,15.54,A,1543800,0,0,0,0,0,0,0,4,0,,359.0,59.0,,
1025461,"더존예가(D동,도시형)",강동구,37.5371066,127.1247342,24,2019.07,01,5.95,4.83,6.44,19.67,15.99,B,1543801,0,0,0,0,0,0,0,4,0,,359.0,59.0,,
1025461,"더존예가(D동,도시형)",강동구,37.5371066,127.1247342,24,2019.07,01,6.61,5.37,7.15,21.86,17.77,A,1543802,0,0,0,0,0,0,0,1,0,,359.0,59.0,,
1025461,"더존예가(D동,도시형)",강동구,37.5371066,127.1247342,24,2019.07,01,6.88,5.59,7.44,22.76,18.50,B,1543803,0,0,0,0,0,0,0,1,0,,359.0,59.0,,
1025461,"더존예가(D동,도시형)",강동구,37.5371066,127.1247342,24,2019.07,01,7.27,5.91,7.88,24.06,19.56,A,1543804,0,0,0,0,0,0,0,4,0,,359.0,59.0,,
1025461,"더존예가(D동,도시형)",강동구,37.5371066,127.1247342,24,2019.07,01,7.32,5.95,7.93,24.23,19.70,B,1543805,0,0,0,0,0,0,0,4,0,,359.0,59.0,,
1025461,"더존예가(D동,도시형)",강동구,37.5371066,127.1247342,24,2019.07,01,8.22,6.69,8.90,27.20,22.12,C,1543816,0,0,0,0,0,0,0,3,0,,359.0,59.0,,
1025461,"더존예가(D동,도시형)",강동구,37.5371066,127.1247342,24,2019.07,01,8.23,6.69,8.91,27.22,22.13,D,1543817,0,0,0,0,0,0,0,3,0,,359.0,59.0,,
1025469,세화.,동대문구,37.5863965,127.0534108,14,2002.06,01,30.90,21.79,30.90,102.18,72.04,,1543772,57600,60900,55500,0,0,0,0,14,1,,275.0,44.0,,
1025740,"케이디타워(민간임대,도시형)",구로구,37.5030722,126.8913401,75,2023.01,02,6.32,4.74,7.37,20.91,15.68,,1568901,0,0,0,0,0,0,0,7,0,,732.0,58.0,,
1025740,"케이디타워(민간임대,도시형)",구로구,37.5030722,126.8913401,75,2023.01,02,6.73,5.04,7.84,22.25,16.67,,1568902,0,0,0,0,0,0,0,59,0,,732.0,58.0,,
1025740,"케이디타워(민간임대,도시형)",구로구,37.5030722,126.8913401,75,2023.01,02,10.02,7.54,11.67,33.15,24.95,,1568905,0,0,0,0,0,0,0,7,0,,732.0,58.0,,
1025740,"케이디타워(민간임대,도시형)",구로구,37.5030722,126.8913401,75,2023.01,02,13.47,10.08,15.73,44.54,33.34,,1568907,0,0,0,0,0,0,0,2,0,,732.0,58.0,,
1026,양지대림(1차),강북구,37.6517496,127.071366,508,1998.12,01,24.67,18.11,27.94,81.57,59.88,,50307,70000,73250,67000,44000,5000,90,100,24,1,62.9,328.0,25.0,1.03,0.0
1026,양지대림(1차),강북구,37.6517496,127.071366,508,1998.12,01,32.93,25.68,37.56,108.86,84.90,,94080,98500,103500,94000,62000,10000,100,120,308,1,62.9,328.0,25.0,1.03,0.0
1026,양지대림(1차),강북구,37.6517496,127.071366,508,1998.12,01,43.14,34.77,49.42,142.63,114.96,,128269,105000,111000,101000,72500,10000,135,145,176,1,62.9,328.0,25.0,1.03,0.0
1026883,아미캐슬(도),강동구,37.527581,127.1300557,15,2017.06,01,6.03,4.92,6.03,19.94,16.28,A,1568496,0,0,0,0,0,0,0,1,0,,197.0,45.0,,
1026883,아미캐슬(도),강동구,37.527581,127.1300557,15,2017.06,01,6.59,5.38,6.59,21.79,17.80,B,1568497,0,0,0,0,0,0,0,3,0,,197.0,45.0,,
1026883,아미캐슬(도),강동구,37.527581,127.1300557,15,2017.06,01,7.39,6.04,7.39,24.46,19.98,,1568498,0,0,0,0,0,0,0,1,0,,197.0,45.0,,
1026883,아미캐슬(도),강동구,37.527581,127.1300557,15,2017.06,01,11.00,8.98,11.00,36.38,29.71,A,1568499,0,0,0,0,0,0,0,1,0,,197.0,45.0,,
1026883,아미캐슬(도),강동구,37.527581,127.1300557,15,2017.06,01,11.08,9.05,11.08,36.64,29.93,B,1568500,0,0,0,0,0,0,0,1,0,,197.0,45.0,,
1026883,아미캐슬(도),강동구,37.527581,127.1300557,15,2017.06,01,17.62,14.39,17.62,58.25,47.59,,1568501,0,0,0,0,0,0,0,3,0,,197.0,45.0,,
1026883,아미캐슬(도),강동구,37.527581,127.1300557,15,2017.06,01,19.86,16.23,19.86,65.68,53.66,,1568503,0,0,0,0,0,0,0,1,0,,197.0,45.0,,
1026883,아미캐슬(도),강동구,37.527581,127.1300557,15,2017.06,01,20.00,16.34,20.00,66.12,54.02,,1568504,0,0,0,0,0,0,0,4,0,,197.0,45.0,,
1027,대호,강북구,37.6599633,127.0731791,126,2000.02,02,26.00,18.14,35.25,85.98,59.98,,992,50000,52000,47500,32000,5000,70,85,65,1,64.0,394.0,51.0,0.0,0.0
1027,대호,강북구,37.6599633,127.0731791,126,2000.02,02,36.82,25.69,49.92,121.75,84.93,,50308,63500,65000,60000,46000,5000,95,105,61,1,64.0,394.0,51.0,0.0,0.0
1027747,"삼성아트빌(470-10,도시형)",강동구,37.5310927,127.1401183,15,2017.11,02,10.89,9.12,10.89,36.01,30.18,A,1568581,0,0,0,0,0,0,0,1,0,,199.0,48.0,,
1027747,"삼성아트빌(470-10,도시형)",강동구,37.5310927,127.1401183,15,2017.11,02,10.93,9.16,10.93,36.16,30.31,B,1568582,0,0,0,0,0,0,0,1,0,,199.0,48.0,,
