구,동,아파트명,세대수,준공년월,공급면적(㎡),전용면적(㎡),공급면적(평),KB매매시세(만원),KB매매시세,매매상한가(만원),매매하한가(만원),도로명주소,단지ID
광진구,구의동,강변현대하이엘,67,2004.07,223.87,176.76,67.72,155000,"15억 5,000만 원",165000,145000,서울특별시 광진구 강변역로4길 34,12777
광진구,구의동,광진해모로리버뷰,83,2009.06,107.31,90.87,32.46,152500,"15억 2,500만 원",165000,145000,서울특별시 광진구 강변역로4길 56,19969
광진구,구의동,광진해모로리버뷰,83,2009.06,110.17,93.39,33.32,152500,"15억 2,500만 원",165000,145000,서울특별시 광진구 강변역로4길 56,19969
광진구,구의동,구의7단지조합현대,273,1997.12,118.94,84.99,35.97,155000,"15억 5,000만 원",162500,146500,서울특별시 광진구 구의강변로3가길 39,718
광진구,구의동,구의동강변우성,354,1992.12,98.45,84.76,29.78,160000,16억,172500,147500,서울특별시 광진구 구의강변로 42,714
광진구,구의동,구의동강변우성,354,1992.12,98.48,84.76,29.79,160000,16억,172500,147500,서울특별시 광진구 구의강변로 42,714
광진구,구의동,구의동강변우성,354,1992.12,98.53,84.76,29.80,160000,16억,172500,147500,서울특별시 광진구 구의강변로 42,714
광진구,구의동,구의동삼성쉐르빌,251,2001.11,171.41,130.55,51.85,155000,"15억 5,000만 원",160000,142500,서울특별시 광진구 구의강변로 106,719
광진구,구의동,구의동삼성쉐르빌,251,2001.11,173.42,132.08,52.45,155000,"15억 5,000만 원",160000,145000,서울특별시 광진구 구의강변로 106,719
광진구,구의동,구의동삼성쉐르빌,251,2001.11,174.32,132.77,52.73,155000,"15억 5,000만 원",160000,145000,서울특별시 광진구 구의강변로 106,719
광진구,구의동,아차산포레안,125,2010.12,146.28,108.72,44.25,157500,"15억 7,500만 원",162500,150000,서울특별시 광진구 천호대로 716,23051
광진구,구의동,현대13차폴라트리움,92,2006.06,151.99,127.91,45.97,150000,15억,157500,140000,서울특별시 광진구 구의강변로 102,15842
광진구,군자동,광진두산위브파크,90,2008.09,161.65,131.02,48.89,142000,"14억 2,000만 원",147000,137000,서울특별시 광진구 광나루로 369,15728
광진구,군자동,광진두산위브파크,90,2008.09,162.06,131.35,49.02,142000,"14억 2,000만 원",147000,137000,서울특별시 광진구 광나루로 369,15728
광진구,군자동,광진두산위브파크,90,2008.09,162.81,131.96,49.24,142000,"14억 2,000만 원",147000,137000,서울특별시 광진구 광나루로 369,15728
광진구,군자동,광진두산위브파크,90,2008.09,168.97,136.95,51.11,147000,"14억 7,000만 원",152000,143000,서울특별시 광진구 광나루로 369,15728
광진구,군자동,광진두산위브파크,90,2008.09,170.44,138.14,51.55,147000,"14억 7,000만 원",152000,143000,서울특별시 광진구 광나루로 369,15728
광진구,자양동,광진한화꿈에그린,116,2006.05,106.17,84.61,32.11,147500,"14억 7,500만 원",157500,140000,서울특별시 광진구 뚝섬로24길 74,14233
광진구,자양동,광진한화꿈에그린,116,2006.05,106.86,84.57,32.32,147500,"14억 7,500만 원",157500,140000,서울특별시 광진구 뚝섬로24길 74,14233
광진구,자양동,극동,158,1991.08,102.91,84.41,31.13,151500,"15억 1,500만 원",160000,141500,서울특별시 광진구 능동로3길 53,755
광진구,자양동,극동,158,1991.08,102.96,84.45,31.14,151500,"15억 1,500만 원",160000,141500,서울특별시 광진구 능동로3길 53,755
광진구,자양동,극동,158,1991.08,103.00,84.47,31.15,151500,"15억 1,500만 원",160000,141500,서울특별시 광진구 능동로3길 53,755
광진구,자양동,극동,158,1991.08,103.02,84.48,31.16,151500,"15억 1,500만 원",160000,141500,서울특별시 광진구 능동로3길 53,755
광진구,자양동,대동,314,1999.03,108.29,84.65,32.75,145000,"14억 5,000만 원",151500,140000,서울특별시 광진구 뚝섬로31길 20,689
광진구,자양동,대동,314,1999.03,146.82,113.92,44.41,150000,15억,155000,145000,서울특별시 광진구 뚝섬로31길 20,689
광진구,자양동,래미안프리미어팰리스,264,2017.10,115.89,84.79,35.05,152500,"15억 2,500만 원",164500,146000,서울특별시 광진구 아차산로 345,30616
광진구,자양동,래미안프리미어팰리스,264,2017.10,115.54,84.81,34.95,155000,"15억 5,000만 원",167000,148500,서울특별시 광진구 아차산로 345,30616
광진구,자양동,래미안프리미어팰리스,264,2017.10,116.89,84.92,35.35,156500,"15억 6,500만 원",168000,150000,서울특별시 광진구 아차산로 345,30616
광진구,자양동,우성(1차),656,1988.09,79.10,59.91,23.92,145000,"14억 5,000만 원",150000,130000,서울특별시 광진구 뚝섬로 569,682
광진구,자양동,우성(1차),656,1988.09,95.95,79.75,29.02,156500,"15억 6,500만 원",161500,149000,서울특별시 광진구 뚝섬로 569,682
광진구,자양동,우성(2차),405,1989.07,86.04,64.79,26.02,146000,"14억 6,000만 원",151000,133500,서울특별시 광진구 뚝섬로 576,694
광진구,자양동,우성(2차),405,1989.07,96.43,80.10,29.16,154000,"15억 4,000만 원",159000,148000,서울특별시 광진구 뚝섬로 576,694
광진구,자양동,자양7차우성,625,1998.07,83.82,59.94,25.35,150000,15억,157500,146500,서울특별시 광진구 아차산로36길 39,680
광진구,자양동,자양7차현대홈타운,252,2001.05,78.47,59.94,23.73,140000,14억,150000,130000,서울특별시 광진구 능동로4길 41,688
광진구,자양동,자양7차현대홈타운,252,2001.05,78.96,59.94,23.88,140000,14억,150000,130000,서울특별시 광진구 능동로4길 41,688
광진구,자양동,자양7차현대홈타운,252,2001.05,81.58,59.94,24.67,140000,14억,150000,130000,서울특별시 광진구 능동로4길 41,688
광진구,자양동,자양호반써밋,305,2021.08,80.03,59.09,24.21,149000,"14억 9,000만 원",160000,135000,서울특별시 광진구 능동로 69,45230
광진구,자양동,자양호반써밋,305,2021.08,81.77,59.07,24.73,149000,"14억 9,000만 원",160000,135000,서울특별시 광진구 능동로 69,45230
광진구,자양동,한강현대,204,1993.11,98.32,83.45,29.74,159000,"15억 9,000만 원",169000,149000,서울특별시 광진구 능동로 19,686
광진구,자양동,한라,329,1996.08,139.32,84.60,42.14,150000,15억,161000,145000,서울특별시 광진구 뚝섬로33길 20,713
광진구,자양동,한라,329,1996.08,157.97,84.60,47.78,150000,15억,161000,145000,서울특별시 광진구 뚝섬로33길 20,713
광진구,자양동,현대6차,178,1999.02,112.06,84.97,33.89,148000,"14억 8,000만 원",153000,143000,서울특별시 광진구 자양번영로3길 66,705
광진구,자양동,현대6차,178,1999.02,141.09,114.98,42.67,160000,16억,165000,155000,서울특별시 광진구 자양번영로3길 66,705
구로구,구로동,신도림태영타운,1252,2000.12,167.67,134.88,50.71,149000,"14억 9,000만 원",153000,145500,서울특별시 구로구 새말로 93,793
구로구,신도림동,디큐브시티,524,2011.07,118.98,84.96,35.99,147500,"14억 7,500만 원",153000,140000,서울특별시 구로구 경인로 662,16053
구로구,신도림동,디큐브시티,524,2011.07,149.87,105.45,45.33,155000,"15억 5,000만 원",160000,146500,서울특별시 구로구 경인로 662,16053
구로구,신도림동,신도림1차동아,1095,1999.11,108.04,84.90,32.68,144000,"14억 4,000만 원",148000,137000,서울특별시 구로구 신도림로 87,806
구로구,신도림동,신도림1차동아,1095,1999.11,178.32,148.29,53.94,152000,"15억 2,000만 원",156000,146000,서울특별시 구로구 신도림로 87,806
구로구,신도림동,신도림1차동아,1095,1999.11,200.02,169.19,60.50,156000,"15억 6,000만 원",161000,151000,서울특별시 구로구 신도림로 87,806
구로구,신도림동,신도림2차동아,655,2000.05,109.49,84.90,33.12,151000,"15억 1,000만 원",156500,145500,서울특별시 구로구 경인로 643,807
구로구,신도림동,신도림2차푸르지오,90,2008.09,145.54,121.24,44.02,145500,"14억 5,500만 원",151000,140000,서울특별시 구로구 경인로67길 23,15787
구로구,신도림동,신도림2차푸르지오,90,2008.09,147.24,122.02,44.53,145500,"14억 5,500만 원",151000,140000,서울특별시 구로구 경인로67길 23,15787
구로구,신도림동,신도림3차동아,813,2000.11,81.63,60.00,24.69,141500,"14억 1,500만 원",145000,133500,서울특별시 구로구 신도림로 78,808
구로구,신도림동,신도림3차동아,813,2000.11,108.77,84.99,32.90,155000,"15억 5,000만 원",159000,146500,서울특별시 구로구 신도림로 78,808
구로구,신도림동,신도림3차동아,813,2000.11,137.15,110.30,41.48,158000,"15억 8,000만 원",162000,149500,서울특별시 구로구 신도림로 78,808
구로구,신도림동,신도림7차e-편한세상,411,2004.06,107.87,84.92,32.63,149500,"14억 9,500만 원",156500,138000,서울특별시 구로구 신도림로 56-13,12611
구로구,신도림동,신도림7차e-편한세상,411,2004.06,145.34,116.30,43.96,157500,"15억 7,500만 원",165000,154000,서울특별시 구로구 신도림로 56-13,12611
구로구,신도림동,신도림대림(1차),1056,1999.07,126.59,101.48,38.29,142000,"14억 2,000만 원",149000,134500,서울특별시 구로구 신도림로 16,36566
구로구,신도림동,신도림대림(1차),1056,1999.07,163.50,134.99,49.45,149000,"14억 9,000만 원",155500,142000,서울특별시 구로구 신도림로 16,36566
구로구,신도림동,신도림대림(2차),1242,2001.11,126.59,101.48,38.29,142000,"14억 2,000만 원",149000,134500,서울특별시 구로구 신도림로 16,36512
구로구,신도림동,신도림대림(2차),1242,2001.11,163.51,134.99,49.46,149000,"14억 9,000만 원",155500,142000,서울특별시 구로구 신도림로 16,36512
노원구,상계동,포레나노원,1062,2020.11,149.03,114.91,45.08,143000,"14억 3,000만 원",153000,136500,서울특별시 노원구 노원로38길 76,43289
노원구,중계동,"동진,신안",468,1993.05,157.60,134.74,47.67,151000,"15억 1,000만 원",156000,146000,서울특별시 노원구 중계로 195,1036
덕양구,덕은동,DMC디에트르한강,622,2022.07,139.13,116.59,42.08,147000,"14억 7,000만 원",170000,140000,경기도 고양시 덕양구 대덕산로 70,46672
덕양구,덕은동,DMC디에트르한강,622,2022.07,139.85,116.62,42.30,147000,"14억 7,000만 원",170000,140000,경기도 고양시 덕양구 대덕산로 70,46672
덕양구,덕은동,DMC자이더리버,702,2022.11,127.89,99.99,38.68,143000,"14억 3,000만 원",155000,128000,경기도 고양시 덕양구 대덕산로 90,50120
도봉구,창동,북한산I-PARK,2061,2004.07,210.42,165.17,63.65,146500,"14억 6,500만 원",151000,141000,서울특별시 도봉구 도봉로136길 28,12778
동대문구,답십리동,답십리파크자이,802,2019.01,83.45,59.91,25.24,143500,"14억 3,500만 원",148000,135000,서울특별시 동대문구 답십리로56길 105,33611
동대문구,답십리동,답십리파크자이,802,2019.01,83.55,59.91,25.27,143500,"14억 3,500만 원",148000,135000,서울특별시 동대문구 답십리로56길 105,33611
동대문구,답십리동,답십리파크자이,802,2019.01,84.84,59.91,25.66,143500,"14억 3,500만 원",148000,137500,서울특별시 동대문구 답십리로56길 105,33611
동대문구,답십리동,답십리파크자이,802,2019.01,85.04,59.85,25.72,143500,"14억 3,500만 원",148000,137500,서울특별시 동대문구 답십리로56길 105,33611
동대문구,답십리동,답십리파크자이,802,2019.01,110.69,84.83,33.48,147000,"14억 7,000만 원",152500,142500,서울특별시 동대문구 답십리로56길 105,33611
동대문구,답십리동,답십리파크자이,802,2019.01,111.28,84.62,33.66,147000,"14억 7,000만 원",152500,142500,서울특별시 동대문구 답십리로56길 105,33611
동대문구,답십리동,두산위브,516,2007.04,109.58,84.91,33.14,140000,14억,144000,135000,서울특별시 동대문구 황물로15길 25,14127
동대문구,답십리동,두산위브,516,2007.04,143.85,114.96,43.51,141500,"14억 1,500만 원",144000,138500,서울특별시 동대문구 황물로15길 25,14127
동대문구,답십리동,래미안미드카운티,1009,2019.04,82.37,59.98,24.91,147333,"14억 7,333만 원",153500,141833,서울특별시 동대문구 답십리로 141,31836
동대문구,답십리동,래미안미드카운티,1009,2019.04,82.72,59.98,25.02,147333,"14억 7,333만 원",153500,141833,서울특별시 동대문구 답십리로 141,31836
동대문구,답십리동,래미안미드카운티,1009,2019.04,99.15,75.01,29.99,149333,"14억 9,333만 원",155333,144667,서울특별시 동대문구 답십리로 141,31836
동대문구,답십리동,래미안미드카운티,1009,2019.04,110.62,84.97,33.46,157000,"15억 7,000만 원",163000,152333,서울특별시 동대문구 답십리로 141,31836
동대문구,답십리동,래미안미드카운티,1009,2019.04,110.73,84.99,33.49,157000,"15억 7,000만 원",163000,152333,서울특별시 동대문구 답십리로 141,31836
동대문구,답십리동,래미안미드카운티,1009,2019.04,111.68,84.99,33.78,157000,"15억 7,000만 원",163000,152333,서울특별시 동대문구 답십리로 141,31836
동대문구,답십리동,래미안위브,2652,2014.10,82.92,59.96,25.08,153000,"15억 3,000만 원",159500,145000,서울특별시 동대문구 답십리로 130,25855
동대문구,답십리동,래미안위브,2652,2014.10,84.12,59.97,25.44,153000,"15억 3,000만 원",159500,145000,서울특별시 동대문구 답십리로 130,25855
동대문구,답십리동,래미안위브,2652,2014.10,85.28,59.99,25.79,153000,"15억 3,000만 원",159500,145000,서울특별시 동대문구 답십리로 130,25855
동대문구,답십리동,청계한신휴플러스,725,2010.08,80.56,59.74,24.36,140500,14억 500만 원,144000,134000,서울특별시 동대문구 서울시립대로 14,22376
동대문구,답십리동,청계한신휴플러스,725,2010.08,80.73,59.74,24.42,140500,14억 500만 원,144000,134000,서울특별시 동대문구 서울시립대로 14,22376
동대문구,답십리동,청계한신휴플러스,725,2010.08,81.42,59.74,24.62,140500,14억 500만 원,144000,134000,서울특별시 동대문구 서울시립대로 14,22376
동대문구,답십리동,청계한신휴플러스,725,2010.08,95.92,73.96,29.01,150000,15억,154500,141000,서울특별시 동대문구 서울시립대로 14,22376
동대문구,답십리동,청계한신휴플러스,725,2010.08,96.07,73.96,29.06,150000,15억,154500,141000,서울특별시 동대문구 서울시립대로 14,22376
동대문구,답십리동,청계한신휴플러스,725,2010.08,105.97,84.73,32.05,153500,"15억 3,500만 원",156500,146500,서울특별시 동대문구 서울시립대로 14,22376
동대문구,답십리동,청계한신휴플러스,725,2010.08,106.28,84.73,32.14,153500,"15억 3,500만 원",156500,146500,서울특별시 동대문구 서울시립대로 14,22376
동대문구,답십리동,청계한신휴플러스,725,2010.08,107.46,84.73,32.50,153500,"15억 3,500만 원",156500,146500,서울특별시 동대문구 서울시립대로 14,22376
동대문구,답십리동,청계한신휴플러스,725,2010.08,112.82,90.62,34.12,157000,"15억 7,000만 원",160000,151000,서울특별시 동대문구 서울시립대로 14,22376
동대문구,답십리동,청계한신휴플러스,725,2010.08,113.72,90.62,34.40,157000,"15억 7,000만 원",160000,151000,서울특별시 동대문구 서울시립대로 14,22376
동대문구,답십리동,힐스테이트청계,764,2018.11,84.29,59.81,25.49,147000,"14억 7,000만 원",154000,142500,서울특별시 동대문구 천호대로55길 11,31451
동대문구,답십리동,힐스테이트청계,764,2018.11,85.23,59.94,25.78,147000,"14억 7,000만 원",154000,142500,서울특별시 동대문구 천호대로55길 11,31451
동대문구,답십리동,힐스테이트청계,764,2018.11,85.53,59.86,25.87,147000,"14억 7,000만 원",154000,142500,서울특별시 동대문구 천호대로55길 11,31451
동대문구,용두동,e편한세상청계센트럴포레,823,2021.11,80.69,59.96,24.41,155500,"15억 5,500만 원",160500,147500,서울특별시 동대문구 무학로 91,44956
동대문구,용두동,e편한세상청계센트럴포레,823,2021.11,81.12,59.96,24.54,155500,"15억 5,500만 원",160500,147500,서울특별시 동대문구 무학로 91,44956
동대문구,용두동,e편한세상청계센트럴포레,823,2021.11,81.59,59.90,24.68,155500,"15억 5,500만 원",160500,147500,서울특별시 동대문구 무학로 91,44956
동대문구,용두동,래미안엘리니티,1048,2022.08,81.37,59.96,24.61,146000,"14억 6,000만 원",154000,140500,서울특별시 동대문구 한빛로 49,49806
동대문구,용두동,래미안엘리니티,1048,2022.08,82.01,59.92,24.80,146000,"14억 6,000만 원",154000,140500,서울특별시 동대문구 한빛로 49,49806
동대문구,용두동,래미안엘리니티,1048,2022.08,100.90,74.79,30.52,156500,"15억 6,500만 원",161500,151500,서울특별시 동대문구 한빛로 49,49806
동대문구,용두동,래미안엘리니티,1048,2022.08,101.59,74.94,30.73,156500,"15억 6,500만 원",161500,151500,서울특별시 동대문구 한빛로 49,49806
동대문구,용두동,래미안허브리츠,844,2011.04,79.18,59.96,23.95,142500,"14억 2,500만 원",150000,133500,서울특별시 동대문구 정릉천동로 36,16129
동대문구,용두동,래미안허브리츠,844,2011.04,79.70,59.98,24.10,142500,"14억 2,500만 원",150000,133500,서울특별시 동대문구 정릉천동로 36,16129
동대문구,용두동,래미안허브리츠,844,2011.04,80.37,59.90,24.31,142500,"14억 2,500만 원",150000,133500,서울특별시 동대문구 정릉천동로 36,16129
동대문구,용두동,래미안허브리츠,844,2011.04,111.82,84.96,33.82,154500,"15억 4,500만 원",157750,150000,서울특별시 동대문구 정릉천동로 36,16129
동대문구,용두동,래미안허브리츠,844,2011.04,112.33,84.97,33.97,154500,"15억 4,500만 원",157750,150000,서울특별시 동대문구 정릉천동로 36,16129
동대문구,용두동,용두두산위브,338,2009.06,132.84,105.60,40.18,141500,"14억 1,500만 원",148000,132500,서울특별시 동대문구 정릉천동로 16,15946
동대문구,용두동,용두두산위브,338,2009.06,133.13,105.60,40.27,141500,"14억 1,500만 원",148000,132500,서울특별시 동대문구 정릉천동로 16,15946
동대문구,용두동,용두롯데캐슬리치,311,2015.03,143.51,114.96,43.41,145000,"14억 5,000만 원",150000,138000,서울특별시 동대문구 한빛로 73,27908
동대문구,용두동,청량리역해링턴플레이스,220,2023.01,116.90,84.87,35.36,147500,"14억 7,500만 원",150000,142000,서울특별시 동대문구 고산자로34길 70,45307
동대문구,이문동,래미안이문2차,648,2004.04,177.64,141.77,53.73,141000,"14억 1,000만 원",147000,131000,서울특별시 동대문구 이문로12길 3-10,12525
동대문구,이문동,이문아이파크자이(3-1BL),4169,2025.11,82.15,59.96,24.85,150000,15억,153000,145000,서울특별시 동대문구 서울특별시 동대문구 이문로 120 (이문동) 120,1073107
동대문구,이문동,이문아이파크자이(3-1BL),4169,2025.11,82.16,59.91,24.85,150000,15억,153000,145000,서울특별시 동대문구 서울특별시 동대문구 이문로 120 (이문동) 120,1073107
동대문구,이문동,이문아이파크자이(3-1BL),4169,2025.11,83.32,59.95,25.20,150000,15억,153000,145000,서울특별시 동대문구 서울특별시 동대문구 이문로 120 (이문동) 120,1073107
동대문구,전농동,동대문롯데캐슬노블레스,584,2018.06,85.78,59.98,25.94,150000,15억,155000,146000,서울특별시 동대문구 답십리로23길 30,31961
동대문구,전농동,동대문롯데캐슬노블레스,584,2018.06,85.93,59.98,25.99,150000,15억,155000,146000,서울특별시 동대문구 답십리로23길 30,31961
동대문구,전농동,래미안아름숲,719,2012.07,144.30,114.90,43.65,140000,14억,145000,132500,서울특별시 동대문구 전농로16길 51,16152
동대문구,전농동,래미안아름숲,719,2012.07,145.14,114.92,43.90,140000,14억,145000,132500,서울특별시 동대문구 전농로16길 51,16152
동대문구,전농동,래미안크레시티,2397,2014.10,84.73,59.99,25.63,157500,"15억 7,500만 원",161000,151500,서울특별시 동대문구 사가정로 65,25493
동대문구,전농동,래미안크레시티,2397,2014.10,85.09,59.99,25.73,157500,"15억 7,500만 원",161000,151500,서울특별시 동대문구 사가정로 65,25493
동대문구,전농동,래미안크레시티,2397,2014.10,85.85,59.99,25.96,157500,"15억 7,500만 원",161000,151500,서울특별시 동대문구 사가정로 65,25493
동대문구,청량리동,미주,1089,1978.09,107.44,101.59,32.50,140000,14억,145000,135000,서울특별시 동대문구 약령시로 154,1211
동대문구,청량리동,미주,1089,1978.09,107.47,101.62,32.50,140000,14억,145000,135000,서울특별시 동대문구 약령시로 154,1211
동대문구,청량리동,미주,1089,1978.09,107.53,101.65,32.52,140000,14억,145000,135000,서울특별시 동대문구 약령시로 154,1211
동대문구,청량리동,미주,1089,1978.09,108.03,102.15,32.67,140000,14억,145000,135000,서울특별시 동대문구 약령시로 154,1211
동대문구,청량리동,미주,1089,1978.09,109.82,103.97,33.22,140000,14억,145000,135000,서울특별시 동대문구 약령시로 154,1211
동대문구,청량리동,미주,1089,1978.09,109.85,104.00,33.22,140000,14억,145000,135000,서울특별시 동대문구 약령시로 154,1211
동대문구,청량리동,미주,1089,1978.09,110.48,104.60,33.42,140000,14억,145000,135000,서울특별시 동대문구 약령시로 154,1211
동대문구,청량리동,미주,1089,1978.09,110.51,104.63,33.42,140000,14억,145000,135000,서울특별시 동대문구 약령시로 154,1211
동대문구,청량리동,미주,1089,1978.09,133.09,124.76,40.25,142500,"14억 2,500만 원",149950,137500,서울특별시 동대문구 약령시로 154,1211
동대문구,청량리동,미주,1089,1978.09,133.12,124.79,40.26,142500,"14억 2,500만 원",149950,137500,서울특별시 동대문구 약령시로 154,1211
동대문구,청량리동,미주,1089,1978.09,134.45,127.11,40.67,142500,"14억 2,500만 원",149950,137500,서울특별시 동대문구 약령시로 154,1211
동대문구,청량리동,미주,1089,1978.09,135.27,126.91,40.91,142500,"14억 2,500만 원",149950,137500,서울특별시 동대문구 약령시로 154,1211
동대문구,청량리동,미주,1089,1978.09,137.49,130.18,41.59,142500,"14억 2,500만 원",149950,137500,서울특별시 동대문구 약령시로 154,1211
동대문구,청량리동,미주,1089,1978.09,146.38,137.42,44.27,160000,16억,164000,154000,서울특별시 동대문구 약령시로 154,1211
동대문구,청량리동,미주,1089,1978.09,146.42,137.46,44.29,160000,16억,164000,154000,서울특별시 동대문구 약령시로 154,1211
동대문구,청량리동,미주,1089,1978.09,152.17,143.24,46.03,160000,16억,164000,154000,서울특별시 동대문구 약령시로 154,1211
동대문구,청량리동,미주,1089,1978.09,152.20,143.27,46.04,160000,16억,164000,154000,서울특별시 동대문구 약령시로 154,1211
동대문구,휘경동,휘경SK뷰,900,2019.06,113.53,84.31,34.34,140000,14억,146000,133500,서울특별시 동대문구 휘경로 60,32721
동대문구,휘경동,휘경SK뷰,900,2019.06,113.63,84.59,34.37,140000,14억,146000,133500,서울특별시 동대문구 휘경로 60,32721
동대문구,휘경동,휘경SK뷰,900,2019.06,114.73,84.62,34.70,140000,14억,146000,133500,서울특별시 동대문구 휘경로 60,32721
동대문구,휘경동,휘경SK뷰,900,2019.06,114.96,84.72,34.77,140000,14억,146000,133500,서울특별시 동대문구 휘경로 60,32721
동대문구,휘경동,휘경SK뷰,900,2019.06,128.89,95.58,38.98,146500,"14억 6,500만 원",150000,139500,서울특별시 동대문구 휘경로 60,32721
동대문구,휘경동,휘경SK뷰,900,2019.06,135.45,100.53,40.97,148000,"14억 8,000만 원",152000,141500,서울특별시 동대문구 휘경로 60,32721
동작구,노량진동,신동아리버파크,1696,2001.02,85.02,59.67,25.71,145500,"14억 5,500만 원",149000,140000,서울특별시 동작구 만양로 19,1306
동작구,노량진동,쌍용예가,299,2010.08,79.48,59.95,24.04,156500,"15억 6,500만 원",164000,141500,서울특별시 동작구 장승배기로16길 134,16090
동작구,노량진동,쌍용예가,299,2010.08,83.09,59.80,25.13,156500,"15억 6,500만 원",164000,141500,서울특별시 동작구 장승배기로16길 134,16090
동작구,노량진동,우성,901,1997.12,109.39,84.84,33.09,145000,"14억 5,000만 원",150000,140000,서울특별시 동작구 만양로8길 50,1304
동작구,노량진동,우성,901,1997.12,109.55,84.96,33.13,145000,"14억 5,000만 원",150000,140000,서울특별시 동작구 만양로8길 50,1304
동작구,노량진동,우성,901,1997.12,153.20,124.77,46.34,155000,"15억 5,000만 원",160000,150000,서울특별시 동작구 만양로8길 50,1304
동작구,대방동,대림,1628,1993.11,84.47,59.84,25.55,144000,"14억 4,000만 원",149000,138000,서울특별시 동작구 여의대방로44길 10,1283
동작구,대방동,대방2차현대,278,1999.12,142.18,114.91,43.00,147500,"14억 7,500만 원",153000,142500,서울특별시 동작구 알마타길 58,1286
동작구,대방동,대방동경남아너스빌,163,2006.03,103.16,84.80,31.20,142500,"14억 2,500만 원",150000,136000,서울특별시 동작구 여의대방로54길 6,14558
동작구,대방동,대방동경남아너스빌,163,2006.03,103.70,84.77,31.37,142500,"14억 2,500만 원",150000,136000,서울특별시 동작구 여의대방로54길 6,14558
동작구,대방동,대방동경남아너스빌,163,2006.03,104.28,84.68,31.54,142500,"14억 2,500만 원",150000,136000,서울특별시 동작구 여의대방로54길 6,14558
동작구,대방동,대방동경남아너스빌,163,2006.03,104.70,84.86,31.67,142500,"14억 2,500만 원",150000,136000,서울특별시 동작구 여의대방로54길 6,14558
동작구,대방동,대방동현대(1차),514,1994.08,95.20,84.96,28.79,142000,"14억 2,000만 원",148000,132500,서울특별시 동작구 등용로 127,1284
동작구,대방동,대방동현대(1차),514,1994.08,97.86,84.96,29.60,142000,"14억 2,000만 원",148000,132500,서울특별시 동작구 등용로 127,1284
동작구,대방동,성원,487,1994.01,103.08,84.32,31.18,145500,"14억 5,500만 원",154000,136000,서울특별시 동작구 여의대방로44길 9,1287
동작구,동작동,동작동금강KCC,276,2003.10,137.53,115.53,41.60,142500,"14억 2,500만 원",147000,135000,서울특별시 동작구 동작대로39가길 55,14812
동작구,동작동,이수교KCC스위첸,178,2006.03,106.26,84.98,32.14,142000,"14억 2,000만 원",146500,135000,서울특별시 동작구 동작대로45길 22,14018
동작구,동작동,이수교KCC스위첸,178,2006.03,142.23,120.71,43.02,156000,"15억 6,000만 원",165000,147500,서울특별시 동작구 동작대로45길 22,14018
동작구,본동,본동신동아,765,1993.06,124.16,104.70,37.55,146000,"14억 6,000만 원",155000,135000,서울특별시 동작구 매봉로 134,1309
동작구,본동,삼성래미안,477,2004.10,79.28,59.98,23.98,141000,"14억 1,000만 원",148250,136500,서울특별시 동작구 매봉로 123,12907
동작구,본동,삼성래미안,477,2004.10,80.05,59.90,24.21,141000,"14억 1,000만 원",148250,136500,서울특별시 동작구 매봉로 123,12907
동작구,본동,삼성래미안,477,2004.10,105.48,84.22,31.90,152500,"15억 2,500만 원",161500,142500,서울특별시 동작구 매봉로 123,12907
동작구,본동,유원강변,306,2000.08,103.73,84.28,31.37,150000,15억,161500,140000,서울특별시 동작구 노량진로23가길 20,1312
동작구,본동,유원강변,306,2000.08,104.76,84.63,31.68,150000,15억,161500,140000,서울특별시 동작구 노량진로23가길 20,1312
동작구,본동,유원강변,306,2000.08,108.32,84.66,32.76,150000,15억,161500,140000,서울특별시 동작구 노량진로23가길 20,1312
동작구,본동,한강쌍용,161,1999.04,142.45,114.18,43.09,150000,15억,165000,141000,서울특별시 동작구 노량진로24길 2,1310
동작구,본동,한신휴플러스,247,2004.08,101.53,84.84,30.71,143500,"14억 3,500만 원",151000,136000,서울특별시 동작구 매봉로 99,12667
동작구,본동,한신휴플러스,247,2004.08,137.52,114.91,41.59,146000,"14억 6,000만 원",153500,138500,서울특별시 동작구 매봉로 99,12667
동작구,사당동,극동,1550,1993.12,75.20,59.25,22.74,153500,"15억 3,500만 원",158500,143500,서울특별시 동작구 동작대로29길 119,1319
동작구,사당동,극동,1550,1993.12,101.35,84.32,30.65,154000,"15억 4,000만 원",161500,148000,서울특별시 동작구 동작대로29길 119,1319
동작구,사당동,대림,1152,1990.08,80.93,59.67,24.48,140000,14억,150000,130000,서울특별시 동작구 사당로17길 52,1322
동작구,사당동,동작삼성래미안,896,2003.02,114.06,84.96,34.50,145500,"14억 5,500만 원",150500,139500,서울특별시 동작구 사당로23바길 9,1333
동작구,사당동,동작삼성래미안,896,2003.02,154.69,114.50,46.79,149500,"14억 9,500만 원",154500,143500,서울특별시 동작구 사당로23바길 9,1333
동작구,사당동,두산위브트레지움,451,2011.10,79.93,59.77,24.17,140000,14억,147500,125000,서울특별시 동작구 사당로13길 31,24077
동작구,사당동,두산위브트레지움,451,2011.10,80.53,59.98,24.36,140000,14억,147500,125000,서울특별시 동작구 사당로13길 31,24077
동작구,사당동,롯데캐슬(1차),444,2003.10,121.34,105.53,36.70,141000,"14억 1,000만 원",145000,133500,서울특별시 동작구 사당로27길 190,12594
